36.72	203.00	131.19	228.34	11.59	99.27	166.67	126.52	120.13	47.31	218.98	131.24	12.47	99.24	248.47	173.20	119.82	206.76	32.08	74.99	189.90	26.67	121.51	60.49	98.74	98.93	89.25	208.33	152.13	56.48	165.13	13.85	51.61	207.08	123.66	82.13	50.87	117.76	189.89	94.15	0.72	102.53	99.28	208.34	147.87	37.98	55.16	18.05	164.13	162.49	152.31	70.62	38.75	58.50	59.73	61.07	57.59	77.86	41.93	179.67	200.16	208.23	32.07	93.22	175.64	51.88	166.25	116.45	133.42	37.49	152.14	130.21	93.52	98.56	80.98	94.49	32.11	207.89	42.31	96.20	173.97	110.69	81.85	179.11	100.93	99.02	1.15	102.84	119.23	249.52	209.33	207.83	168.66	124.28	111.29	134.12	114.85	177.90	100.15	207.18	178.31	57.40	127.45	39.17	123.23	40.89	231.06	164.18	147.88	109.53	36.93	207.22	113.76	180.59	205.10	95.59	118.09	152.38	1.23	98.45	74.14	102.81	247.81	1.14	147.32	113.16	115.33	138.11	75.82	110.36	156.92	160.46	175.96	93.29	57.70	147.99	102.43	127.66	48.76	81.28	107.41	169.05	167.92	76.21	137.15	52.65	171.80	167.05	204.36	120.59	227.51	136.73	71.53	125.86	158.27	197.47	36.97	244.39	199.05	160.90	97.75	91.36	254.61	59.43	95.46	93.42	136.64	208.88
173.21	83.63	30.42	97.27	125.52	42.57	50.82	152.35	122.21	90.13	89.73	30.34	124.64	42.64	114.74	55.77	121.38	87.47	105.35	137.80	69.77	163.09	15.59	76.89	38.86	38.68	72.15	89.50	40.20	104.80	99.35	150.82	85.73	84.35	136.75	71.16	142.23	151.85	69.76	44.57	137.80	77.95	38.30	89.63	10.89	131.53	106.14	119.05	49.13	73.45	40.08	149.03	132.79	145.85	139.31	148.41	164.81	150.54	178.35	52.96	80.82	89.46	105.35	44.52	38.57	85.49	35.26	29.83	148.23	173.94	40.27	45.89	44.17	80.53	70.22	44.21	105.32	89.16	174.57	144.81	124.30	30.62	60.71	158.11	58.27	38.60	135.95	77.71	120.45	116.12	73.21	81.73	153.85	142.83	103.33	48.96	150.33	84.82	80.34	72.75	84.78	124.21	43.06	126.23	68.07	152.04	99.56	48.88	10.89	27.57	159.51	72.77	103.31	158.94	69.70	144.98	117.30	146.95	135.87	143.72	63.06	77.91	114.21	138.06	36.70	101.04	38.02	1.09	125.57	92.36	149.43	122.38	38.88	44.45	150.60	10.99	62.75	143.46	94.66	55.82	34.88	38.84	38.86	62.63	24.74	84.74	154.40	149.82	75.62	122.94	90.55	0.37	162.71	29.62	50.23	79.14	100.38	111.03	71.80	29.32	58.49	46.39	117.54	86.50	42.37	110.09	0.64	72.72
170.43	85.36	29.46	99.68	122.73	40.11	51.95	150.82	120.82	87.36	92.02	29.39	121.85	40.18	117.32	57.10	119.99	89.22	102.56	135.55	71.44	160.30	12.80	74.11	36.06	35.88	69.76	91.24	40.75	102.13	99.49	148.03	82.95	86.26	135.31	68.60	139.54	150.17	71.42	41.91	135.00	76.28	35.50	91.37	13.63	128.78	103.46	116.26	50.17	73.57	40.65	146.69	130.05	143.20	136.68	145.77	162.25	148.03	175.57	54.89	82.53	91.20	102.57	41.72	41.38	82.71	37.64	27.63	146.47	171.16	40.82	45.32	41.37	78.76	67.63	41.55	102.54	90.89	171.83	142.52	124.24	28.04	57.98	157.61	56.37	35.80	133.15	76.06	119.06	118.68	75.91	83.81	153.17	141.35	101.86	48.61	148.61	85.78	78.62	75.32	85.76	121.58	42.33	123.49	66.66	149.40	101.99	49.93	13.63	24.78	156.72	75.34	101.90	158.46	72.46	142.68	115.51	146.00	133.08	141.78	60.28	76.25	116.78	135.26	37.00	99.63	36.41	3.81	123.10	90.52	148.55	121.98	41.68	41.65	147.93	13.74	60.97	142.03	91.98	53.03	32.55	41.19	40.82	59.84	24.90	81.96	153.79	149.17	78.09	121.56	93.32	2.44	160.30	28.18	51.28	81.14	97.60	113.58	74.19	31.40	56.47	43.66	120.32	83.90	39.57	107.88	2.34	75.42
241.40	1.86	74.99	34.69	193.64	125.21	38.71	237.31	206.87	162.49	24.88	74.96	192.82	125.28	56.49	32.22	206.05	2.35	176.27	221.05	15.75	231.47	96.46	150.38	112.11	111.92	118.24	4.42	53.45	156.65	173.39	218.52	158.24	6.29	221.53	123.70	191.29	236.98	15.77	124.55	205.56	163.08	111.70	4.58	76.88	186.24	158.24	187.62	41.20	51.12	53.32	231.25	187.08	191.73	184.40	193.33	243.44	187.75	246.59	32.59	4.71	4.40	176.28	116.53	66.84	158.07	89.36	90.93	153.97	242.18	53.43	128.26	116.34	165.64	124.46	124.20	176.27	4.13	246.14	172.02	199.38	98.10	123.34	236.99	143.24	111.85	203.77	162.85	205.14	56.28	49.48	13.88	234.36	227.71	188.22	130.09	235.46	149.30	165.48	39.77	148.99	171.15	126.27	181.07	88.12	228.81	37.57	41.23	76.95	106.18	216.61	39.86	188.07	237.59	81.44	172.54	130.26	229.49	203.67	228.56	137.36	163.04	55.57	205.94	58.47	185.81	123.15	84.16	163.26	113.89	231.51	201.05	66.48	116.44	197.22	76.94	147.85	228.18	171.54	129.84	118.60	91.10	46.52	130.27	105.75	157.49	234.35	230.19	104.32	207.60	64.52	85.41	244.05	80.59	119.21	123.13	171.55	52.24	105.73	56.23	143.19	124.60	83.62	165.58	114.41	139.52	85.13	49.69
135.94	186.19	123.44	194.30	106.38	70.02	153.29	49.83	19.41	84.14	188.66	123.41	105.81	69.95	207.37	158.54	18.58	189.97	91.20	58.08	172.49	128.25	94.55	80.72	91.29	91.37	125.62	192.03	141.02	128.46	57.39	121.73	83.31	186.29	33.91	117.56	152.46	50.93	172.47	75.36	113.73	26.80	91.30	192.17	110.77	136.84	128.63	102.29	151.40	170.64	140.98	72.27	138.26	159.63	156.71	162.72	99.50	174.92	139.62	155.10	183.43	191.99	91.20	90.98	128.19	83.10	107.38	109.88	206.99	136.32	141.08	60.71	90.85	26.47	115.16	75.54	91.15	191.70	128.43	183.27	60.83	102.69	102.69	71.08	47.82	91.40	112.54	26.90	17.64	209.18	164.41	182.72	62.43	40.10	2.26	60.33	50.05	80.90	25.71	167.75	81.45	145.20	61.93	133.73	147.55	96.87	196.02	151.18	110.70	89.05	149.77	167.73	0.55	72.42	142.88	183.00	179.19	49.65	112.55	49.48	80.78	26.72	207.08	113.57	136.59	1.82	65.14	103.76	158.56	157.46	53.43	47.11	128.61	91.05	161.57	110.72	42.25	40.61	71.26	83.38	73.33	107.91	141.10	94.30	82.58	82.63	64.65	59.51	129.93	20.15	175.29	102.62	87.07	118.85	81.74	113.37	89.18	204.47	123.99	131.40	49.50	78.34	197.79	63.06	91.76	159.34	102.94	163.86
127.71	124.14	52.81	142.58	80.80	9.41	87.74	120.43	93.87	44.91	134.36	52.81	79.92	9.42	160.82	93.96	93.08	128.08	60.15	95.55	110.09	117.63	31.22	31.82	16.26	16.38	53.34	129.97	73.50	71.30	98.39	105.71	40.65	126.33	106.87	46.84	106.20	117.58	110.08	1.95	92.90	48.80	16.39	130.06	57.21	93.12	72.24	74.34	85.41	98.25	73.55	105.41	94.52	111.35	105.86	114.26	119.04	120.67	132.79	95.72	121.22	129.90	60.16	15.67	84.26	40.38	74.12	37.20	137.22	128.41	73.54	46.09	15.51	49.02	44.69	2.27	60.13	129.58	128.43	121.54	118.11	29.52	31.22	142.82	29.06	16.42	91.07	48.77	92.11	162.14	119.54	125.03	135.79	112.01	74.93	50.85	115.52	98.29	49.69	118.84	98.53	91.24	42.29	88.17	72.15	105.82	145.01	85.31	57.20	19.90	118.32	118.86	75.94	143.97	112.89	121.48	107.50	124.70	91.00	105.73	18.92	48.92	160.26	93.12	68.52	73.82	27.58	47.41	98.38	84.04	128.20	110.57	84.60	15.74	115.31	57.30	34.66	113.57	48.33	14.03	15.93	77.01	82.23	26.10	45.78	39.59	137.39	132.31	113.05	94.62	136.60	45.96	118.31	47.43	70.65	108.97	55.26	157.02	108.01	73.61	26.47	3.16	163.35	40.51	16.36	91.29	45.97	119.05
243.55	39.68	77.74	26.75	195.38	115.09	49.75	217.27	186.16	161.04	23.57	77.68	194.51	115.15	42.19	45.29	185.36	41.00	175.97	209.28	37.15	233.41	87.43	147.97	108.58	108.38	128.20	42.54	60.31	166.14	143.60	220.79	156.62	33.79	200.92	131.23	203.07	218.45	37.13	116.96	207.66	145.93	108.06	42.79	61.90	195.21	167.67	188.99	51.69	77.66	60.04	221.02	196.27	204.96	197.80	207.03	237.37	204.59	248.74	31.72	39.07	42.61	175.98	113.94	39.49	156.40	61.37	90.88	181.09	244.30	60.34	106.98	113.66	149.25	131.27	116.59	175.96	42.56	245.99	192.32	169.28	96.27	126.08	208.46	128.49	108.30	205.81	145.64	184.52	43.56	9.98	26.18	207.20	207.37	168.67	107.51	217.33	116.64	148.73	0.33	116.25	183.36	106.06	189.86	105.19	224.47	28.35	51.43	61.92	99.12	224.92	0.41	168.04	208.89	42.82	192.73	153.92	204.55	205.73	212.89	134.13	145.82	41.65	207.97	63.90	165.88	107.45	71.48	179.15	133.34	205.98	173.15	39.07	113.86	210.25	61.84	132.07	207.29	166.89	126.60	107.20	61.85	39.70	130.77	85.82	155.70	206.72	202.99	66.31	186.83	28.18	72.92	234.96	82.43	90.88	86.59	171.03	38.47	68.53	46.05	129.39	118.38	53.24	159.02	111.69	157.66	72.86	10.17
240.59	1.25	74.11	34.84	192.82	124.27	37.83	236.36	205.92	161.62	24.91	74.08	192.00	124.34	56.73	31.33	205.09	3.30	175.42	220.11	14.83	230.66	95.51	149.50	111.20	111.02	117.51	5.37	52.57	155.93	172.49	217.71	157.37	6.17	220.57	122.93	190.62	236.03	14.84	123.62	204.74	162.12	110.79	5.53	75.92	185.52	157.52	186.79	40.33	50.67	52.44	230.32	186.37	191.10	183.76	192.70	242.54	187.19	245.78	31.63	3.87	5.34	175.43	115.63	65.97	157.20	88.47	90.04	153.68	241.37	52.55	127.31	115.45	164.69	123.68	123.28	175.41	5.08	245.30	171.53	198.48	97.20	122.50	236.07	142.29	110.94	202.95	161.89	204.18	56.56	48.96	13.57	233.43	226.75	187.26	129.15	234.51	148.44	164.52	39.25	148.13	170.49	125.32	180.35	87.49	227.92	37.74	40.35	75.99	105.24	215.89	39.34	187.11	236.67	80.79	172.05	129.85	228.55	202.86	227.61	136.46	162.08	55.82	205.13	57.59	184.85	122.20	83.21	162.66	113.34	230.57	200.13	65.61	115.54	196.58	75.98	146.90	227.23	170.65	128.94	117.65	90.22	45.57	129.41	104.80	156.62	233.43	229.26	103.63	206.64	64.22	84.45	243.13	79.71	118.30	122.37	170.70	52.46	105.00	55.27	142.24	123.68	83.56	164.67	113.51	138.96	84.17	49.16
237.96	1.89	71.45	36.40	190.18	121.70	35.18	233.97	203.57	158.96	26.25	71.43	189.35	121.78	58.49	28.68	202.75	5.78	172.77	217.53	12.23	228.02	92.96	146.84	108.56	108.38	114.94	7.77	49.91	153.38	170.62	215.08	154.72	7.59	218.21	120.32	188.14	233.60	12.24	121.02	202.10	159.69	108.15	7.89	73.59	182.97	154.97	184.15	37.67	48.57	49.78	227.71	183.82	188.65	181.32	190.28	239.90	184.86	243.15	29.37	1.25	7.72	172.78	112.99	64.27	154.55	86.66	87.39	151.89	238.74	49.89	125.06	112.80	162.23	121.07	120.67	172.76	7.42	242.65	169.35	196.61	94.55	119.85	234.07	139.80	108.30	200.31	159.46	201.83	58.39	48.71	14.18	231.35	224.38	184.88	126.94	232.06	146.81	162.07	39.00	146.51	168.01	123.03	177.79	85.06	225.27	39.35	37.69	73.66	102.65	213.34	39.09	184.75	234.68	80.06	169.86	127.80	226.36	200.22	225.10	133.81	159.65	57.59	202.49	54.93	182.49	119.76	80.78	160.29	111.06	228.41	198.11	63.92	112.89	194.14	73.65	144.44	224.88	168.00	126.29	115.12	88.48	43.22	126.75	102.54	153.96	231.37	227.18	102.71	204.29	64.59	82.01	240.50	77.06	116.42	121.19	168.04	54.19	103.95	52.92	139.73	121.06	84.59	162.04	110.86	136.65	81.73	48.88
22.84	216.75	145.08	242.26	25.49	112.61	180.48	129.95	126.74	60.92	232.88	145.12	26.36	112.57	262.40	187.02	126.50	220.50	45.65	77.92	203.70	12.89	135.30	74.15	112.62	112.81	102.45	222.05	165.98	68.18	175.21	0.07	65.27	220.89	128.80	95.58	55.69	120.72	203.69	107.70	13.21	113.18	113.16	222.06	161.68	45.59	66.77	31.91	177.95	175.76	166.16	71.10	45.98	62.82	65.54	64.95	52.76	82.39	28.04	193.58	213.92	221.95	45.64	107.10	189.42	65.52	179.69	130.37	141.26	23.61	165.98	142.67	107.41	109.05	94.51	108.04	45.68	221.61	30.02	102.63	182.60	124.61	95.72	185.10	113.12	112.89	15.06	113.50	125.99	263.45	223.22	221.69	174.43	128.73	119.62	146.44	117.84	189.37	110.63	221.10	189.79	66.09	140.04	48.10	136.29	37.95	244.98	178.00	161.69	123.32	33.96	221.14	122.13	186.60	218.67	101.97	128.19	157.90	15.14	101.46	87.87	113.46	261.74	12.90	161.18	121.74	128.30	151.91	84.27	122.18	162.43	168.63	189.73	107.18	60.82	161.80	114.26	132.22	60.98	95.08	120.80	182.43	181.85	90.14	150.41	66.29	177.70	173.11	217.49	127.13	241.35	150.52	69.05	139.76	170.89	210.06	50.59	258.31	212.12	174.82	110.04	105.01	268.42	71.55	109.35	103.77	150.44	222.77
